<mgsvp;
ORDERED
<

ACT     MSCBC2                    AD-288  TIME 20251018 1324  CLUSTER

MT MOBILE SUBSCRIBER SURVEY RESULT

HLRADDR             NSUB       NSUBA
4-67584000420              4          4
4-436760482229             4          4
4-917020075020             6          6
4-639480009047             4          0
4-47874044406              4          0
4-254733000490             4          4
4-550029402207             4          0
4-8643400060000            4          4
4-8645024040000            4          4
4-3349442420044            4          4
4-49039326942              4          4
4-8643444759               4          4
4-864958467000             4          4
4-358508771150             5          5
4-79772539033              4          4
4-8490542443860            4          4
4-49039326957              4          0
4-96475209004935           4          4
4-550442402065             4          0
4-33494346070624           4          0
4-48604000060              4          0
4-864595800000             4          4
4-79467494406              4          4
4-79467494409              4          4
4-79467494250              4          4
4-34655996730              5          1
4-8644778740000            4          4
4-33494905420356           4          4
4-494700600464             4          4
4-79232540404              4          4
4-8643840240000            4          4
4-79484790006              4          4
4-8490542442862            4          4
4-33494905420466           4          4
4-44054729490              4          4
4-59899999964              4          4
4-33494905420485           4          4
4-864309057604             4          4
4-33494905420484           4          4
4-37069899885              4          4
4-33494346070625           4          4
4-79467494474              4          4
4-54495599366              4          4
4-959790000057             4          4
4-4367603036000            4          4
4-8643542440000            4          4
4-44054729346              4          4
4-436677700404             4          0
4-44054729248              4          4

TOTNSUB
1691532

TOTNSUBA
1593286

NSUBPR
0

NSUBXP
0

NSUBPXOU
1691532

NSUBSGS
1092542

NSUBGS
0

END

