prefix,country_alpha2,carrier_id,carrier_name,length
861452623,CN,china_unicom,China Unicom,11
861452624,CN,china_unicom,China Unicom,11
861452625,CN,china_unicom,China Unicom,11
861452626,CN,china_unicom,China Unicom,11
861452627,CN,china_unicom,China Unicom,11
861452628,CN,china_unicom,China Unicom,11
861452629,CN,china_unicom,China Unicom,11
861452630,CN,china_unicom,China Unicom,11
861452631,CN,china_unicom,China Unicom,11
861452632,CN,china_unicom,China Unicom,11
861452633,CN,china_unicom,China Unicom,11
861452634,CN,china_unicom,China Unicom,11
861452635,CN,china_unicom,China Unicom,11
861452636,CN,china_unicom,China Unicom,11
861452637,CN,china_unicom,China Unicom,11
861452638,CN,china_unicom,China Unicom,11
861452639,CN,china_unicom,China Unicom,11
861452640,CN,china_unicom,China Unicom,11
861452641,CN,china_unicom,China Unicom,11
861452642,CN,china_unicom,China Unicom,11
861452643,CN,china_unicom,China Unicom,11
861452644,CN,china_unicom,China Unicom,11
861452645,CN,china_unicom,China Unicom,11
861452646,CN,china_unicom,China Unicom,11
861452647,CN,china_unicom,China Unicom,11
861452648,CN,china_unicom,China Unicom,11
861452649,CN,china_unicom,China Unicom,11
861452650,CN,china_unicom,China Unicom,11
861452651,CN,china_unicom,China Unicom,11
861452652,CN,china_unicom,China Unicom,11
861452653,CN,china_unicom,China Unicom,11
861452654,CN,china_unicom,China Unicom,11
861452655,CN,china_unicom,China Unicom,11
861452656,CN,china_unicom,China Unicom,11
861452657,CN,china_unicom,China Unicom,11
861452658,CN,china_unicom,China Unicom,11
861452659,CN,china_unicom,China Unicom,11
861452660,CN,china_unicom,China Unicom,11
861452661,CN,china_unicom,China Unicom,11
861452662,CN,china_unicom,China Unicom,11
861452663,CN,china_unicom,China Unicom,11
861452664,CN,china_unicom,China Unicom,11
861452665,CN,china_unicom,China Unicom,11
861452666,CN,china_unicom,China Unicom,11
861452667,CN,china_unicom,China Unicom,11
861452668,CN,china_unicom,China Unicom,11
861452669,CN,china_unicom,China Unicom,11
86145267,CN,china_unicom,China Unicom,11
861452680,CN,china_unicom,China Unicom,11
861452681,CN,china_unicom,China Unicom,11
861452682,CN,china_unicom,China Unicom,11
861452683,CN,china_unicom,China Unicom,11
861452684,CN,china_unicom,China Unicom,11
861452685,CN,china_unicom,China Unicom,11
861452686,CN,china_unicom,China Unicom,11
861452687,CN,china_unicom,China Unicom,11
861452688,CN,china_unicom,China Unicom,11
861452689,CN,china_unicom,China Unicom,11
861452690,CN,china_unicom,China Unicom,11
861452691,CN,china_unicom,China Unicom,11
861452692,CN,china_unicom,China Unicom,11
861452693,CN,china_unicom,China Unicom,11
861452694,CN,china_unicom,China Unicom,11
861452695,CN,china_unicom,China Unicom,11
861452696,CN,china_unicom,China Unicom,11
861452697,CN,china_unicom,China Unicom,11
861452698,CN,china_unicom,China Unicom,11
861452699,CN,china_unicom,China Unicom,11
861452700,CN,china_unicom,China Unicom,11
861452701,CN,china_unicom,China Unicom,11
861452702,CN,china_unicom,China Unicom,11
861452703,CN,china_unicom,China Unicom,11
861452704,CN,china_unicom,China Unicom,11
861452705,CN,china_unicom,China Unicom,11
861452706,CN,china_unicom,China Unicom,11
861452707,CN,china_unicom,China Unicom,11
861452708,CN,china_unicom,China Unicom,11
861452709,CN,china_unicom,China Unicom,11
861452710,CN,china_unicom,China Unicom,11
861452711,CN,china_unicom,China Unicom,11
861452712,CN,china_unicom,China Unicom,11
861452713,CN,china_unicom,China Unicom,11
861452714,CN,china_unicom,China Unicom,11
861452715,CN,china_unicom,China Unicom,11
861452716,CN,china_unicom,China Unicom,11
861452717,CN,china_unicom,China Unicom,11
861452718,CN,china_unicom,China Unicom,11
861452719,CN,china_unicom,China Unicom,11
861452720,CN,china_unicom,China Unicom,11
861452721,CN,china_unicom,China Unicom,11
861452722,CN,china_unicom,China Unicom,11
861452723,CN,china_unicom,China Unicom,11
861452724,CN,china_unicom,China Unicom,11
861452725,CN,china_unicom,China Unicom,11
861452726,CN,china_unicom,China Unicom,11
861452727,CN,china_unicom,China Unicom,11
861452728,CN,china_unicom,China Unicom,11
861452729,CN,china_unicom,China Unicom,11
861452730,CN,china_unicom,China Unicom,11
861452731,CN,china_unicom,China Unicom,11
861452732,CN,china_unicom,China Unicom,11
861452733,CN,china_unicom,China Unicom,11
861452734,CN,china_unicom,China Unicom,11
861452735,CN,china_unicom,China Unicom,11
861452736,CN,china_unicom,China Unicom,11
861452737,CN,china_unicom,China Unicom,11
861452738,CN,china_unicom,China Unicom,11
861452739,CN,china_unicom,China Unicom,11
861452740,CN,china_unicom,China Unicom,11
861452741,CN,china_unicom,China Unicom,11
861452742,CN,china_unicom,China Unicom,11
861452743,CN,china_unicom,China Unicom,11
861452744,CN,china_unicom,China Unicom,11
861452745,CN,china_unicom,China Unicom,11
861452746,CN,china_unicom,China Unicom,11
861452747,CN,china_unicom,China Unicom,11
861452748,CN,china_unicom,China Unicom,11
861452749,CN,china_unicom,China Unicom,11
861452750,CN,china_unicom,China Unicom,11
861452751,CN,china_unicom,China Unicom,11
861452752,CN,china_unicom,China Unicom,11
861452753,CN,china_unicom,China Unicom,11
861452754,CN,china_unicom,China Unicom,11
861452755,CN,china_unicom,China Unicom,11
861452756,CN,china_unicom,China Unicom,11
861452757,CN,china_unicom,China Unicom,11
861452758,CN,china_unicom,China Unicom,11
861452759,CN,china_unicom,China Unicom,11
861452760,CN,china_unicom,China Unicom,11
861452761,CN,china_unicom,China Unicom,11
861452762,CN,china_unicom,China Unicom,11
861452763,CN,china_unicom,China Unicom,11
861452764,CN,china_unicom,China Unicom,11
861452765,CN,china_unicom,China Unicom,11
861452766,CN,china_unicom,China Unicom,11
861452767,CN,china_unicom,China Unicom,11
861452768,CN,china_unicom,China Unicom,11
861452769,CN,china_unicom,China Unicom,11
861452770,CN,china_unicom,China Unicom,11
861452771,CN,china_unicom,China Unicom,11
861452772,CN,china_unicom,China Unicom,11
861452773,CN,china_unicom,China Unicom,11
861452774,CN,china_unicom,China Unicom,11
861452775,CN,china_unicom,China Unicom,11
861452776,CN,china_unicom,China Unicom,11
861452777,CN,china_unicom,China Unicom,11
861452778,CN,china_unicom,China Unicom,11
861452779,CN,china_unicom,China Unicom,11
861452780,CN,china_unicom,China Unicom,11
861452781,CN,china_unicom,China Unicom,11
861452782,CN,china_unicom,China Unicom,11
861452783,CN,china_unicom,China Unicom,11
861452784,CN,china_unicom,China Unicom,11
861452785,CN,china_unicom,China Unicom,11
861452786,CN,china_unicom,China Unicom,11
861452787,CN,china_unicom,China Unicom,11
861452788,CN,china_unicom,China Unicom,11
861452789,CN,china_unicom,China Unicom,11
861452790,CN,china_unicom,China Unicom,11
861452791,CN,china_unicom,China Unicom,11
861452792,CN,china_unicom,China Unicom,11
861452793,CN,china_unicom,China Unicom,11
861452794,CN,china_unicom,China Unicom,11
861452795,CN,china_unicom,China Unicom,11
861452796,CN,china_unicom,China Unicom,11
861452797,CN,china_unicom,China Unicom,11
861452798,CN,china_unicom,China Unicom,11
861452799,CN,china_unicom,China Unicom,11
86145280,CN,china_unicom,China Unicom,11
861452810,CN,china_unicom,China Unicom,11
861452811,CN,china_unicom,China Unicom,11
861452812,CN,china_unicom,China Unicom,11
861452813,CN,china_unicom,China Unicom,11
861452814,CN,china_unicom,China Unicom,11
861452815,CN,china_unicom,China Unicom,11
861452816,CN,china_unicom,China Unicom,11
861452817,CN,china_unicom,China Unicom,11
861452818,CN,china_unicom,China Unicom,11
861452819,CN,china_unicom,China Unicom,11
861452820,CN,china_unicom,China Unicom,11
861452821,CN,china_unicom,China Unicom,11
861452822,CN,china_unicom,China Unicom,11
861452823,CN,china_unicom,China Unicom,11
861452824,CN,china_unicom,China Unicom,11
861452825,CN,china_unicom,China Unicom,11
861452826,CN,china_unicom,China Unicom,11
861452827,CN,china_unicom,China Unicom,11
861452828,CN,china_unicom,China Unicom,11
861452829,CN,china_unicom,China Unicom,11
861452830,CN,china_unicom,China Unicom,11
861452831,CN,china_unicom,China Unicom,11
861452832,CN,china_unicom,China Unicom,11
861452833,CN,china_unicom,China Unicom,11
861452834,CN,china_unicom,China Unicom,11
861452835,CN,china_unicom,China Unicom,11
861452836,CN,china_unicom,China Unicom,11
861452837,CN,china_unicom,China Unicom,11
861452838,CN,china_unicom,China Unicom,11
861452839,CN,china_unicom,China Unicom,11
861452840,CN,china_unicom,China Unicom,11
861452841,CN,china_unicom,China Unicom,11
861452842,CN,china_unicom,China Unicom,11
861452843,CN,china_unicom,China Unicom,11
861452844,CN,china_unicom,China Unicom,11
861452845,CN,china_unicom,China Unicom,11
861452846,CN,china_unicom,China Unicom,11
861452847,CN,china_unicom,China Unicom,11
861452848,CN,china_unicom,China Unicom,11
861452849,CN,china_unicom,China Unicom,11
861452850,CN,china_unicom,China Unicom,11
861452851,CN,china_unicom,China Unicom,11
861452852,CN,china_unicom,China Unicom,11
861452853,CN,china_unicom,China Unicom,11
861452854,CN,china_unicom,China Unicom,11
861452855,CN,china_unicom,China Unicom,11
861452856,CN,china_unicom,China Unicom,11
861452857,CN,china_unicom,China Unicom,11
861452858,CN,china_unicom,China Unicom,11
861452859,CN,china_unicom,China Unicom,11
861452860,CN,china_unicom,China Unicom,11
861452861,CN,china_unicom,China Unicom,11
861452862,CN,china_unicom,China Unicom,11
861452863,CN,china_unicom,China Unicom,11
861452864,CN,china_unicom,China Unicom,11
861452865,CN,china_unicom,China Unicom,11
861452866,CN,china_unicom,China Unicom,11
861452867,CN,china_unicom,China Unicom,11
861452868,CN,china_unicom,China Unicom,11
861452869,CN,china_unicom,China Unicom,11
861452870,CN,china_unicom,China Unicom,11
861452871,CN,china_unicom,China Unicom,11
861452872,CN,china_unicom,China Unicom,11
861452873,CN,china_unicom,China Unicom,11
861452874,CN,china_unicom,China Unicom,11
861452875,CN,china_unicom,China Unicom,11
861452876,CN,china_unicom,China Unicom,11
861452877,CN,china_unicom,China Unicom,11
861452878,CN,china_unicom,China Unicom,11
861452879,CN,china_unicom,China Unicom,11
861452880,CN,china_unicom,China Unicom,11
861452881,CN,china_unicom,China Unicom,11
861452882,CN,china_unicom,China Unicom,11
861452883,CN,china_unicom,China Unicom,11
861452884,CN,china_unicom,China Unicom,11
861452885,CN,china_unicom,China Unicom,11
861452886,CN,china_unicom,China Unicom,11
861452887,CN,china_unicom,China Unicom,11
861452888,CN,china_unicom,China Unicom,11
861452889,CN,china_unicom,China Unicom,11
861452890,CN,china_unicom,China Unicom,11
861452891,CN,china_unicom,China Unicom,11
861452892,CN,china_unicom,China Unicom,11
861452893,CN,china_unicom,China Unicom,11
861452894,CN,china_unicom,China Unicom,11
861452895,CN,china_unicom,China Unicom,11
861452896,CN,china_unicom,China Unicom,11
861452897,CN,china_unicom,China Unicom,11
861452898,CN,china_unicom,China Unicom,11
861452899,CN,china_unicom,China Unicom,11
86145290,CN,china_unicom,China Unicom,11
861452910,CN,china_unicom,China Unicom,11
861452911,CN,china_unicom,China Unicom,11
861452912,CN,china_unicom,China Unicom,11
861452913,CN,china_unicom,China Unicom,11
861452914,CN,china_unicom,China Unicom,11
861452915,CN,china_unicom,China Unicom,11
861452916,CN,china_unicom,China Unicom,11
861452917,CN,china_unicom,China Unicom,11
861452918,CN,china_unicom,China Unicom,11
861452919,CN,china_unicom,China Unicom,11
86145292,CN,china_unicom,China Unicom,11
86145293,CN,china_unicom,China Unicom,11
861452940,CN,china_unicom,China Unicom,11
861452941,CN,china_unicom,China Unicom,11
861452942,CN,china_unicom,China Unicom,11
861452943,CN,china_unicom,China Unicom,11
861452944,CN,china_unicom,China Unicom,11
861452945,CN,china_unicom,China Unicom,11
861452946,CN,china_unicom,China Unicom,11
861452947,CN,china_unicom,China Unicom,11
861452948,CN,china_unicom,China Unicom,11
861452949,CN,china_unicom,China Unicom,11
861452950,CN,china_unicom,China Unicom,11
861452951,CN,china_unicom,China Unicom,11
861452952,CN,china_unicom,China Unicom,11
861452953,CN,china_unicom,China Unicom,11
861452954,CN,china_unicom,China Unicom,11
861452955,CN,china_unicom,China Unicom,11
861452956,CN,china_unicom,China Unicom,11
861452957,CN,china_unicom,China Unicom,11
861452958,CN,china_unicom,China Unicom,11
861452959,CN,china_unicom,China Unicom,11
861452960,CN,china_unicom,China Unicom,11
861452961,CN,china_unicom,China Unicom,11
861452962,CN,china_unicom,China Unicom,11
861452963,CN,china_unicom,China Unicom,11
861452964,CN,china_unicom,China Unicom,11
861452965,CN,china_unicom,China Unicom,11
861452966,CN,china_unicom,China Unicom,11
861452967,CN,china_unicom,China Unicom,11
861452968,CN,china_unicom,China Unicom,11
861452969,CN,china_unicom,China Unicom,11
861452970,CN,china_unicom,China Unicom,11
861452971,CN,china_unicom,China Unicom,11
861452972,CN,china_unicom,China Unicom,11
861452973,CN,china_unicom,China Unicom,11
861452974,CN,china_unicom,China Unicom,11
861452975,CN,china_unicom,China Unicom,11
861452976,CN,china_unicom,China Unicom,11
861452977,CN,china_unicom,China Unicom,11
861452978,CN,china_unicom,China Unicom,11
861452979,CN,china_unicom,China Unicom,11
861452980,CN,china_unicom,China Unicom,11
861452981,CN,china_unicom,China Unicom,11
861452982,CN,china_unicom,China Unicom,11
861452983,CN,china_unicom,China Unicom,11
861452984,CN,china_unicom,China Unicom,11
861452985,CN,china_unicom,China Unicom,11
861452986,CN,china_unicom,China Unicom,11
861452987,CN,china_unicom,China Unicom,11
861452988,CN,china_unicom,China Unicom,11
861452989,CN,china_unicom,China Unicom,11
861452990,CN,china_unicom,China Unicom,11
861452991,CN,china_unicom,China Unicom,11
861452992,CN,china_unicom,China Unicom,11
861452993,CN,china_unicom,China Unicom,11
861452994,CN,china_unicom,China Unicom,11
861452995,CN,china_unicom,China Unicom,11
861452996,CN,china_unicom,China Unicom,11
861452997,CN,china_unicom,China Unicom,11
861452998,CN,china_unicom,China Unicom,11
861452999,CN,china_unicom,China Unicom,11
86145300,CN,china_unicom,China Unicom,11
86145301,CN,china_unicom,China Unicom,11
86145302,CN,china_unicom,China Unicom,11
86145303,CN,china_unicom,China Unicom,11
86145304,CN,china_unicom,China Unicom,11
86145305,CN,china_unicom,China Unicom,11
86145306,CN,china_unicom,China Unicom,11
86145307,CN,china_unicom,China Unicom,11
861453080,CN,china_unicom,China Unicom,11
861453081,CN,china_unicom,China Unicom,11
861453082,CN,china_unicom,China Unicom,11
861453083,CN,china_unicom,China Unicom,11
861453084,CN,china_unicom,China Unicom,11
861453085,CN,china_unicom,China Unicom,11
861453086,CN,china_unicom,China Unicom,11
861453087,CN,china_unicom,China Unicom,11
861453088,CN,china_unicom,China Unicom,11
861453089,CN,china_unicom,China Unicom,11
861453090,CN,china_unicom,China Unicom,11
861453091,CN,china_unicom,China Unicom,11
861453092,CN,china_unicom,China Unicom,11
861453093,CN,china_unicom,China Unicom,11
861453094,CN,china_unicom,China Unicom,11
861453095,CN,china_unicom,China Unicom,11
861453096,CN,china_unicom,China Unicom,11
861453097,CN,china_unicom,China Unicom,11
861453098,CN,china_unicom,China Unicom,11
861453099,CN,china_unicom,China Unicom,11
86145310,CN,china_unicom,China Unicom,11
86145311,CN,china_unicom,China Unicom,11
86145312,CN,china_unicom,China Unicom,11
86145313,CN,china_unicom,China Unicom,11
86145314,CN,china_unicom,China Unicom,11
86145315,CN,china_unicom,China Unicom,11
86145316,CN,china_unicom,China Unicom,11
86145317,CN,china_unicom,China Unicom,11
86145318,CN,china_unicom,China Unicom,11
861453190,CN,china_unicom,China Unicom,11
861453191,CN,china_unicom,China Unicom,11
861453192,CN,china_unicom,China Unicom,11
861453193,CN,china_unicom,China Unicom,11
861453194,CN,china_unicom,China Unicom,11
861453195,CN,china_unicom,China Unicom,11
861453196,CN,china_unicom,China Unicom,11
861453197,CN,china_unicom,China Unicom,11
861453198,CN,china_unicom,China Unicom,11
861453199,CN,china_unicom,China Unicom,11
86145320,CN,china_unicom,China Unicom,11
86145321,CN,china_unicom,China Unicom,11
861453220,CN,china_unicom,China Unicom,11
861453221,CN,china_unicom,China Unicom,11
861453222,CN,china_unicom,China Unicom,11
861453223,CN,china_unicom,China Unicom,11
861453224,CN,china_unicom,China Unicom,11
861453225,CN,china_unicom,China Unicom,11
861453226,CN,china_unicom,China Unicom,11
861453227,CN,china_unicom,China Unicom,11
861453228,CN,china_unicom,China Unicom,11
861453229,CN,china_unicom,China Unicom,11
86145323,CN,china_unicom,China Unicom,11
86145324,CN,china_unicom,China Unicom,11
86145325,CN,china_unicom,China Unicom,11
86145326,CN,china_unicom,China Unicom,11
861453270,CN,china_unicom,China Unicom,11
861453271,CN,china_unicom,China Unicom,11
861453272,CN,china_unicom,China Unicom,11
861453273,CN,china_unicom,China Unicom,11
861453274,CN,china_unicom,China Unicom,11
861453275,CN,china_unicom,China Unicom,11
861453276,CN,china_unicom,China Unicom,11
861453277,CN,china_unicom,China Unicom,11
861453278,CN,china_unicom,China Unicom,11
861453279,CN,china_unicom,China Unicom,11
861453280,CN,china_unicom,China Unicom,11
861453281,CN,china_unicom,China Unicom,11
861453282,CN,china_unicom,China Unicom,11
861453283,CN,china_unicom,China Unicom,11
861453284,CN,china_unicom,China Unicom,11
861453285,CN,china_unicom,China Unicom,11
861453286,CN,china_unicom,China Unicom,11
861453287,CN,china_unicom,China Unicom,11
861453288,CN,china_unicom,China Unicom,11
861453289,CN,china_unicom,China Unicom,11
86145329,CN,china_unicom,China Unicom,11
86145330,CN,china_unicom,China Unicom,11
86145331,CN,china_unicom,China Unicom,11
86145332,CN,china_unicom,China Unicom,11
861453330,CN,china_unicom,China Unicom,11
861453331,CN,china_unicom,China Unicom,11
861453332,CN,china_unicom,China Unicom,11
861453333,CN,china_unicom,China Unicom,11
861453334,CN,china_unicom,China Unicom,11
861453335,CN,china_unicom,China Unicom,11
861453336,CN,china_unicom,China Unicom,11
861453337,CN,china_unicom,China Unicom,11
861453338,CN,china_unicom,China Unicom,11
861453339,CN,china_unicom,China Unicom,11
861453340,CN,china_unicom,China Unicom,11
861453341,CN,china_unicom,China Unicom,11
861453342,CN,china_unicom,China Unicom,11
861453343,CN,china_unicom,China Unicom,11
861453344,CN,china_unicom,China Unicom,11
861453345,CN,china_unicom,China Unicom,11
861453346,CN,china_unicom,China Unicom,11
861453347,CN,china_unicom,China Unicom,11
861453348,CN,china_unicom,China Unicom,11
861453349,CN,china_unicom,China Unicom,11
861453350,CN,china_unicom,China Unicom,11
861453351,CN,china_unicom,China Unicom,11
861453352,CN,china_unicom,China Unicom,11
861453353,CN,china_unicom,China Unicom,11
861453354,CN,china_unicom,China Unicom,11
861453355,CN,china_unicom,China Unicom,11
861453356,CN,china_unicom,China Unicom,11
861453357,CN,china_unicom,China Unicom,11
861453358,CN,china_unicom,China Unicom,11
861453359,CN,china_unicom,China Unicom,11
86145336,CN,china_unicom,China Unicom,11
86145337,CN,china_unicom,China Unicom,11
861453380,CN,china_unicom,China Unicom,11
861453381,CN,china_unicom,China Unicom,11
861453382,CN,china_unicom,China Unicom,11
861453383,CN,china_unicom,China Unicom,11
861453384,CN,china_unicom,China Unicom,11
861453385,CN,china_unicom,China Unicom,11
861453386,CN,china_unicom,China Unicom,11
861453387,CN,china_unicom,China Unicom,11
861453388,CN,china_unicom,China Unicom,11
861453389,CN,china_unicom,China Unicom,11
861453390,CN,china_unicom,China Unicom,11
861453391,CN,china_unicom,China Unicom,11
861453392,CN,china_unicom,China Unicom,11
861453393,CN,china_unicom,China Unicom,11
861453394,CN,china_unicom,China Unicom,11
861453395,CN,china_unicom,China Unicom,11
861453396,CN,china_unicom,China Unicom,11
861453397,CN,china_unicom,China Unicom,11
861453398,CN,china_unicom,China Unicom,11
861453399,CN,china_unicom,China Unicom,11
86145340,CN,china_unicom,China Unicom,11
861453410,CN,china_unicom,China Unicom,11
861453411,CN,china_unicom,China Unicom,11
861453412,CN,china_unicom,China Unicom,11
861453413,CN,china_unicom,China Unicom,11
861453414,CN,china_unicom,China Unicom,11
861453415,CN,china_unicom,China Unicom,11
861453416,CN,china_unicom,China Unicom,11
861453417,CN,china_unicom,China Unicom,11
861453418,CN,china_unicom,China Unicom,11
861453419,CN,china_unicom,China Unicom,11
86145342,CN,china_unicom,China Unicom,11
861453430,CN,china_unicom,China Unicom,11
861453431,CN,china_unicom,China Unicom,11
861453432,CN,china_unicom,China Unicom,11
861453433,CN,china_unicom,China Unicom,11
861453434,CN,china_unicom,China Unicom,11
861453435,CN,china_unicom,China Unicom,11
861453436,CN,china_unicom,China Unicom,11
861453437,CN,china_unicom,China Unicom,11
861453438,CN,china_unicom,China Unicom,11
861453439,CN,china_unicom,China Unicom,11
861453440,CN,china_unicom,China Unicom,11
861453441,CN,china_unicom,China Unicom,11
861453442,CN,china_unicom,China Unicom,11
861453443,CN,china_unicom,China Unicom,11
861453444,CN,china_unicom,China Unicom,11
861453445,CN,china_unicom,China Unicom,11
861453446,CN,china_unicom,China Unicom,11
861453447,CN,china_unicom,China Unicom,11
861453448,CN,china_unicom,China Unicom,11
861453449,CN,china_unicom,China Unicom,11
861453450,CN,china_unicom,China Unicom,11
861453451,CN,china_unicom,China Unicom,11
861453452,CN,china_unicom,China Unicom,11
861453453,CN,china_unicom,China Unicom,11
861453454,CN,china_unicom,China Unicom,11
861453455,CN,china_unicom,China Unicom,11
861453456,CN,china_unicom,China Unicom,11
861453457,CN,china_unicom,China Unicom,11
861453458,CN,china_unicom,China Unicom,11
861453459,CN,china_unicom,China Unicom,11
861453460,CN,china_unicom,China Unicom,11
861453461,CN,china_unicom,China Unicom,11
861453462,CN,china_unicom,China Unicom,11
861453463,CN,china_unicom,China Unicom,11
861453464,CN,china_unicom,China Unicom,11
861453465,CN,china_unicom,China Unicom,11
861453466,CN,china_unicom,China Unicom,11
861453467,CN,china_unicom,China Unicom,11
861453468,CN,china_unicom,China Unicom,11
861453469,CN,china_unicom,China Unicom,11
861453470,CN,china_unicom,China Unicom,11
861453471,CN,china_unicom,China Unicom,11
861453472,CN,china_unicom,China Unicom,11
861453473,CN,china_unicom,China Unicom,11
861453474,CN,china_unicom,China Unicom,11
861453475,CN,china_unicom,China Unicom,11
861453476,CN,china_unicom,China Unicom,11
861453477,CN,china_unicom,China Unicom,11
861453478,CN,china_unicom,China Unicom,11
861453479,CN,china_unicom,China Unicom,11
861453480,CN,china_unicom,China Unicom,11
861453481,CN,china_unicom,China Unicom,11
861453482,CN,china_unicom,China Unicom,11
861453483,CN,china_unicom,China Unicom,11
861453484,CN,china_unicom,China Unicom,11
861453485,CN,china_unicom,China Unicom,11
861453486,CN,china_unicom,China Unicom,11
861453487,CN,china_unicom,China Unicom,11
861453488,CN,china_unicom,China Unicom,11
861453489,CN,china_unicom,China Unicom,11
861453490,CN,china_unicom,China Unicom,11
861453491,CN,china_unicom,China Unicom,11
861453492,CN,china_unicom,China Unicom,11
861453493,CN,china_unicom,China Unicom,11
861453494,CN,china_unicom,China Unicom,11
861453495,CN,china_unicom,China Unicom,11
861453496,CN,china_unicom,China Unicom,11
861453497,CN,china_unicom,China Unicom,11
861453498,CN,china_unicom,China Unicom,11
861453499,CN,china_unicom,China Unicom,11
861453500,CN,china_unicom,China Unicom,11
861453501,CN,china_unicom,China Unicom,11
861453502,CN,china_unicom,China Unicom,11
861453503,CN,china_unicom,China Unicom,11
861453504,CN,china_unicom,China Unicom,11
861453505,CN,china_unicom,China Unicom,11
861453506,CN,china_unicom,China Unicom,11
861453507,CN,china_unicom,China Unicom,11
861453508,CN,china_unicom,China Unicom,11
861453509,CN,china_unicom,China Unicom,11
861453510,CN,china_unicom,China Unicom,11
861453511,CN,china_unicom,China Unicom,11
861453512,CN,china_unicom,China Unicom,11
861453513,CN,china_unicom,China Unicom,11
861453514,CN,china_unicom,China Unicom,11
861453515,CN,china_unicom,China Unicom,11
861453516,CN,china_unicom,China Unicom,11
861453517,CN,china_unicom,China Unicom,11
861453518,CN,china_unicom,China Unicom,11
861453519,CN,china_unicom,China Unicom,11
861453520,CN,china_unicom,China Unicom,11
861453521,CN,china_unicom,China Unicom,11
861453522,CN,china_unicom,China Unicom,11
861453523,CN,china_unicom,China Unicom,11
861453524,CN,china_unicom,China Unicom,11
861453525,CN,china_unicom,China Unicom,11
861453526,CN,china_unicom,China Unicom,11
861453527,CN,china_unicom,China Unicom,11
861453528,CN,china_unicom,China Unicom,11
861453529,CN,china_unicom,China Unicom,11
861453530,CN,china_unicom,China Unicom,11
861453531,CN,china_unicom,China Unicom,11
861453532,CN,china_unicom,China Unicom,11
861453533,CN,china_unicom,China Unicom,11
861453534,CN,china_unicom,China Unicom,11
861453535,CN,china_unicom,China Unicom,11
861453536,CN,china_unicom,China Unicom,11
861453537,CN,china_unicom,China Unicom,11
861453538,CN,china_unicom,China Unicom,11
861453539,CN,china_unicom,China Unicom,11
861453540,CN,china_unicom,China Unicom,11
861453541,CN,china_unicom,China Unicom,11
861453542,CN,china_unicom,China Unicom,11
861453543,CN,china_unicom,China Unicom,11
861453544,CN,china_unicom,China Unicom,11
861453545,CN,china_unicom,China Unicom,11
861453546,CN,china_unicom,China Unicom,11
861453547,CN,china_unicom,China Unicom,11
861453548,CN,china_unicom,China Unicom,11
861453549,CN,china_unicom,China Unicom,11
861453550,CN,china_unicom,China Unicom,11
861453551,CN,china_unicom,China Unicom,11
861453552,CN,china_unicom,China Unicom,11
861453553,CN,china_unicom,China Unicom,11
861453554,CN,china_unicom,China Unicom,11
861453555,CN,china_unicom,China Unicom,11
861453556,CN,china_unicom,China Unicom,11
861453557,CN,china_unicom,China Unicom,11
861453558,CN,china_unicom,China Unicom,11
861453559,CN,china_unicom,China Unicom,11
861453560,CN,china_unicom,China Unicom,11
861453561,CN,china_unicom,China Unicom,11
861453562,CN,china_unicom,China Unicom,11
861453563,CN,china_unicom,China Unicom,11
861453564,CN,china_unicom,China Unicom,11
861453565,CN,china_unicom,China Unicom,11
861453566,CN,china_unicom,China Unicom,11
861453567,CN,china_unicom,China Unicom,11
861453568,CN,china_unicom,China Unicom,11
861453569,CN,china_unicom,China Unicom,11
861453570,CN,china_unicom,China Unicom,11
861453571,CN,china_unicom,China Unicom,11
861453572,CN,china_unicom,China Unicom,11
861453573,CN,china_unicom,China Unicom,11
861453574,CN,china_unicom,China Unicom,11
861453575,CN,china_unicom,China Unicom,11
861453576,CN,china_unicom,China Unicom,11
861453577,CN,china_unicom,China Unicom,11
861453578,CN,china_unicom,China Unicom,11
861453579,CN,china_unicom,China Unicom,11
86145358,CN,china_unicom,China Unicom,11
861453590,CN,china_unicom,China Unicom,11
861453591,CN,china_unicom,China Unicom,11
861453592,CN,china_unicom,China Unicom,11
861453593,CN,china_unicom,China Unicom,11
861453594,CN,china_unicom,China Unicom,11
861453595,CN,china_unicom,China Unicom,11
861453596,CN,china_unicom,China Unicom,11
861453597,CN,china_unicom,China Unicom,11
861453598,CN,china_unicom,China Unicom,11
861453599,CN,china_unicom,China Unicom,11
861453600,CN,china_unicom,China Unicom,11
861453601,CN,china_unicom,China Unicom,11
861453602,CN,china_unicom,China Unicom,11
861453603,CN,china_unicom,China Unicom,11
861453604,CN,china_unicom,China Unicom,11
861453605,CN,china_unicom,China Unicom,11
861453606,CN,china_unicom,China Unicom,11
861453607,CN,china_unicom,China Unicom,11
861453608,CN,china_unicom,China Unicom,11
861453609,CN,china_unicom,China Unicom,11
861453610,CN,china_unicom,China Unicom,11
861453611,CN,china_unicom,China Unicom,11
861453612,CN,china_unicom,China Unicom,11
861453613,CN,china_unicom,China Unicom,11
861453614,CN,china_unicom,China Unicom,11
861453615,CN,china_unicom,China Unicom,11
861453616,CN,china_unicom,China Unicom,11
861453617,CN,china_unicom,China Unicom,11
861453618,CN,china_unicom,China Unicom,11
861453619,CN,china_unicom,China Unicom,11
861453620,CN,china_unicom,China Unicom,11
